
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
      21.900    4238.504    3211.872   -4211.689       0.734      -1.822       1.896    -489.594    2429.421   -1263.770     -20.330      29.145     -28.763
      22.000    4238.552    3212.442   -4211.182       0.739      -1.817       1.884    -492.622    2422.735   -1255.775     -20.314      29.026     -28.522
      22.100    4238.599    3213.013   -4210.676       0.743      -1.812       1.872    -495.573    2416.041   -1247.790     -20.297      28.907     -28.283
      22.200    4238.647    3213.583   -4210.169       0.748      -1.807       1.860    -498.449    2409.340   -1239.818     -20.279      28.788     -28.045
      22.300    4238.694    3214.154   -4209.662       0.752      -1.802       1.848    -501.252    2402.631   -1231.859     -20.259      28.669     -27.809
      22.400    4238.741    3214.724   -4209.155       0.756      -1.797       1.836    -503.981    2395.915   -1223.913     -20.239      28.550     -27.573
      22.500    4238.788    3215.295   -4208.647       0.760      -1.792       1.824    -506.638    2389.193   -1215.981     -20.218      28.432     -27.339
      22.600    4238.836    3215.865   -4208.140       0.764      -1.787       1.812    -509.224    2382.463   -1208.064     -20.196      28.314     -27.107
      22.700    4238.883    3216.435   -4207.633       0.768      -1.782       1.800    -511.740    2375.728   -1200.161     -20.173      28.196     -26.875
      22.800    4238.930    3217.005   -4207.126       0.771      -1.777       1.788    -514.186    2368.986   -1192.275     -20.149      28.078     -26.645
      22.900    4238.977    3217.576   -4206.619       0.775      -1.772       1.777    -516.564    2362.238   -1184.404     -20.124      27.960     -26.417
      23.000    4239.024    3218.146   -4206.111       0.778      -1.767       1.765    -518.874    2355.484   -1176.551     -20.099      27.843     -26.189
      23.100    4239.071    3218.716   -4205.604       0.782      -1.762       1.753    -521.117    2348.725   -1168.714     -20.072      27.726     -25.963
      23.200    4239.118    3219.286   -4205.096       0.785      -1.756       1.741    -523.295    2341.960   -1160.896     -20.045      27.609     -25.739
      23.300    4239.164    3219.856   -4204.589       0.788      -1.751       1.730    -525.407    2335.190   -1153.096     -20.017      27.492     -25.515
      23.400    4239.211    3220.426   -4204.081       0.791      -1.746       1.718    -527.456    2328.415   -1145.314     -19.988      27.376     -25.293
      23.500    4239.258    3220.996   -4203.574       0.794      -1.741       1.706    -529.441    2321.635   -1137.552     -19.958      27.259     -25.073
      23.600    4239.305    3221.566   -4203.066       0.797      -1.736       1.695    -531.364    2314.850   -1129.810     -19.928      27.143     -24.853
      23.700    4239.351    3222.136   -4202.558       0.800      -1.731       1.683    -533.225    2308.061   -1122.088     -19.897      27.027     -24.635
      23.800    4239.398    3222.706   -4202.050       0.803      -1.726       1.672    -535.025    2301.267   -1114.386     -19.865      26.911     -24.418
      23.900    4239.444    3223.275   -4201.543       0.805      -1.721       1.660    -536.765    2294.469   -1106.706     -19.832      26.795     -24.203
      24.000    4239.491    3223.845   -4201.035       0.808      -1.716       1.649    -538.446    2287.667   -1099.047     -19.799      26.680     -23.989
      24.100    4239.537    3224.415   -4200.527       0.810      -1.711       1.637    -540.069    2280.861   -1091.410     -19.765      26.564     -23.776
      24.200    4239.583    3224.984   -4200.019       0.812      -1.706       1.626    -541.634    2274.052   -1083.795     -19.730      26.449     -23.565
      24.300    4239.629    3225.554   -4199.511       0.815      -1.700       1.614    -543.142    2267.238   -1076.203     -19.694      26.334     -23.354
      24.400    4239.676    3226.124   -4199.002       0.817      -1.695       1.603    -544.594    2260.421   -1068.634     -19.658      26.219     -23.146
      24.500    4239.722    3226.693   -4198.494       0.819      -1.690       1.592    -545.991    2253.601   -1061.089     -19.622      26.104     -22.938
      24.600    4239.768    3227.263   -4197.986       0.821      -1.685       1.580    -547.333    2246.778   -1053.568     -19.584      25.989     -22.732
      24.700    4239.814    3227.832   -4197.478       0.823      -1.680       1.569    -548.622    2239.951   -1046.070     -19.546      25.875     -22.527
      24.800    4239.860    3228.402   -4196.969       0.825      -1.675       1.558    -549.857    2233.122   -1038.598     -19.507      25.760     -22.323
      24.900    4239.906    3228.971   -4196.461       0.827      -1.670       1.547    -551.040    2226.289   -1031.150     -19.468      25.646     -22.121
      25.000    4239.952    3229.540   -4195.953       0.828      -1.665       1.536    -552.171    2219.454   -1023.728     -19.428      25.532     -21.920
      25.100    4239.998    3230.110   -4195.444       0.830      -1.659       1.524    -553.252    2212.616   -1016.331     -19.388      25.418     -21.720
      25.200    4240.043    3230.679   -4194.936       0.831      -1.654       1.513    -554.282    2205.776   -1008.959     -19.347      25.304     -21.522
      25.300    4240.089    3231.248   -4194.427       0.833      -1.649       1.502    -555.263    2198.933   -1001.614     -19.305      25.190     -21.324
      25.400    4240.135    3231.817   -4193.918       0.834      -1.644       1.491    -556.195    2192.088    -994.296     -19.263      25.077     -21.128
      25.500    4240.180    3232.386   -4193.410       0.836      -1.639       1.481    -557.079    2185.241    -987.004     -19.220      24.963     -20.934
      25.600    4240.226    3232.955   -4192.901       0.837      -1.634       1.470    -557.915    2178.392    -979.740     -19.177      24.850     -20.741
      25.700    4240.271    3233.524   -4192.392       0.838      -1.629       1.459    -558.704    2171.540    -972.502     -19.133      24.736     -20.549
      25.800    4240.317    3234.093   -4191.883       0.839      -1.624       1.448    -559.448    2164.687    -965.292     -19.089      24.623     -20.358
      25.900    4240.362    3234.662   -4191.374       0.840      -1.618       1.437    -560.146    2157.833    -958.110     -19.044      24.510     -20.168
      26.000    4240.408    3235.231   -4190.865       0.841      -1.613       1.426    -560.799    2150.976    -950.957     -18.999      24.397     -19.980
      26.100    4240.453    3235.800   -4190.356       0.842      -1.608       1.416    -561.407    2144.118    -943.831     -18.953      24.285     -19.793
      26.200    4240.498    3236.369   -4189.847       0.843      -1.603       1.405    -561.973    2137.258    -936.734     -18.907      24.172     -19.607
      26.300    4240.543    3236.938   -4189.338       0.844      -1.598       1.394    -562.495    2130.398    -929.666     -18.860      24.059     -19.423
      26.400    4240.589    3237.507   -4188.829       0.844      -1.593       1.384    -562.975    2123.536    -922.627     -18.813      23.947     -19.240
      26.500    4240.634    3238.075   -4188.320       0.845      -1.588       1.373    -563.413    2116.672    -915.617     -18.765      23.835     -19.058
      26.600    4240.679    3238.644   -4187.810       0.846      -1.582       1.363    -563.810    2109.808    -908.636     -18.717      23.723     -18.877
      26.700    4240.724    3239.213   -4187.301       0.846      -1.577       1.353    -564.166    2102.942    -901.685     -18.669      23.611     -18.698
      26.800    4240.768    3239.781   -4186.792       0.847      -1.572       1.342    -564.482    2096.076    -894.764     -18.620      23.499     -18.519
      26.900    4240.813    3240.350   -4186.282       0.847      -1.567       1.332    -564.759    2089.209    -887.873     -18.571      23.387     -18.342
      27.000    4240.858    3240.918   -4185.773       0.847      -1.562       1.322    -564.997    2082.341    -881.012     -18.521      23.275     -18.167
      27.100    4240.903    3241.487   -4185.263       0.848      -1.557       1.311    -565.197    2075.473    -874.181     -18.471      23.164     -17.992
      27.200    4240.948    3242.055   -4184.753       0.848      -1.551       1.301    -565.359    2068.604    -867.381     -18.420      23.052     -17.819
      27.300    4240.992    3242.624   -4184.244       0.848      -1.546       1.291    -565.485    2061.735    -860.612     -18.370      22.941     -17.647
      27.400    4241.037    3243.192   -4183.734       0.848      -1.541       1.281    -565.573    2054.865    -853.873     -18.318      22.830     -17.476
      27.500    4241.081    3243.760   -4183.224       0.848      -1.536       1.271    -565.625    2047.995    -847.165     -18.267      22.719     -17.306
      27.600    4241.126    3244.329   -4182.714       0.848      -1.531       1.261    -565.642    2041.124    -840.489     -18.215      22.608     -17.138
      27.700    4241.170    3244.897   -4182.204       0.848      -1.526       1.251    -565.624    2034.254    -833.844     -18.162      22.497     -16.971
      27.800    4241.215    3245.465   -4181.695       0.848      -1.521       1.241    -565.571    2027.384    -827.230     -18.110      22.386     -16.805
      27.900    4241.259    3246.033   -4181.185       0.848      -1.515       1.231    -565.485    2020.513    -820.648     -18.057      22.276     -16.640
      28.000    4241.303    3246.601   -4180.675       0.848      -1.510       1.221    -565.365    2013.643    -814.097     -18.003      22.165     -16.476
      28.100    4241.347    3247.169   -4180.164       0.848      -1.505       1.211    -565.212    2006.773    -807.578     -17.950      22.055     -16.314
      28.200    4241.392    3247.737   -4179.654       0.848      -1.500       1.202    -565.026    1999.904    -801.091     -17.896      21.945     -16.153
      28.300    4241.436    3248.305   -4179.144       0.847      -1.495       1.192    -564.809    1993.035    -794.636     -17.842      21.835     -15.993
